date,2005,2006,2007,2008,2009,2010,2011,2012,2013,2014,2015,2016,2017,2018,2019,2020,2021,2022,2023,2024,Min,10%,30%,70%,90%,Max,Median ('91-'20),Median (POR),Median Peak SWE
12-31,5.7,0.8,2.0,3.4,6.4,4.4,7.0,2.1,4.3,3.1,2.0,3.6,4.3,0.4,1.8,6.2,1.0,6.3,3.0,,0.4,1.0,2.1,4.4,6.3,7.0,3.1,3.4,7.9
01-01,6.3,1.2,2.0,3.4,6.3,4.4,7.0,2.1,4.3,3.1,2.2,3.6,4.4,0.4,2.0,6.2,1.0,7.6,2.7,,0.4,1.1,2.1,4.4,6.5,7.6,3.1,3.4,7.9
01-02,6.4,1.3,2.0,3.5,6.3,4.4,7.0,2.1,4.3,3.1,2.2,3.6,4.4,0.4,2.0,6.4,1.0,7.6,3.8,,0.4,1.3,2.2,4.4,6.5,7.6,3.1,3.6,7.9
01-03,6.4,1.6,2.0,3.5,6.3,4.4,7.1,2.1,4.3,3.0,2.3,3.6,4.4,0.4,2.0,6.4,1.0,7.6,3.8,,0.4,1.5,2.2,4.4,6.6,7.6,3.1,3.6,7.9
01-04,7.0,1.6,2.1,3.5,6.3,4.4,7.1,2.0,4.3,3.0,2.3,3.6,4.4,0.4,2.0,6.4,1.0,7.6,3.9,,0.4,1.5,2.2,4.4,7.0,7.6,3.1,3.6,7.9
01-05,7.9,1.6,2.6,4.2,6.3,4.4,7.1,2.0,4.3,3.0,2.3,3.8,4.5,0.4,2.0,6.4,1.0,7.6,4.0,,0.4,1.5,2.4,4.5,7.2,7.9,3.4,4.0,7.9
01-06,8.0,1.5,2.6,5.2,6.6,4.4,7.1,2.0,4.3,3.0,2.2,4.4,4.9,0.4,2.5,6.4,1.0,7.6,5.0,,0.4,1.4,2.5,5.1,7.2,8.0,3.6,4.4,7.9
01-07,8.0,1.5,2.6,5.6,6.7,4.4,7.1,2.0,4.3,3.0,2.2,5.0,4.9,0.4,3.1,6.3,1.0,7.6,5.2,,0.4,1.4,2.7,5.4,7.2,8.0,3.8,4.4,7.9
01-08,8.4,1.5,2.6,5.6,6.7,4.4,7.1,2.1,4.3,3.0,2.2,5.6,4.8,0.4,3.1,6.3,1.0,7.6,5.2,,0.4,1.4,2.8,5.6,7.2,8.4,3.8,4.4,7.9
01-09,10.2,1.4,2.6,5.6,6.6,4.4,7.1,2.1,4.3,3.0,2.2,5.7,4.8,0.4,3.1,6.3,1.0,7.6,5.1,,0.4,1.4,2.8,5.6,7.2,10.2,3.8,4.4,7.9
01-10,10.6,1.4,2.6,5.6,6.6,4.4,7.1,2.1,4.3,2.9,2.2,5.7,5.0,1.2,3.1,6.3,1.1,7.6,5.6,,1.1,1.4,2.7,5.7,7.2,10.6,3.8,4.4,7.9
01-11,10.0,1.4,2.6,5.6,6.6,4.4,7.1,2.1,4.5,2.9,2.2,5.7,5.0,1.2,3.1,6.3,1.1,7.6,6.5,,1.1,1.4,2.7,6.1,7.2,10.0,3.8,4.5,7.9
01-12,10.1,1.4,2.6,5.6,6.6,4.4,7.1,2.1,4.5,2.9,2.2,5.7,5.1,1.1,3.1,6.3,1.1,7.6,6.5,,1.1,1.4,2.7,6.1,7.2,10.1,3.8,4.5,7.9
01-13,10.1,1.4,2.9,5.6,6.6,4.4,7.1,2.1,4.5,2.8,2.5,5.7,5.8,1.1,3.1,6.3,1.1,7.6,6.5,,1.1,1.4,2.9,6.1,7.2,10.1,3.8,4.5,7.9
01-14,10.1,1.4,2.9,5.6,6.6,4.4,7.1,2.1,4.5,2.8,2.6,5.8,5.9,1.1,3.1,6.3,1.0,7.6,6.5,,1.0,1.4,2.9,6.2,7.2,10.1,3.9,4.5,7.9
01-15,10.1,1.4,2.9,5.6,6.6,4.4,7.1,2.1,4.5,2.8,2.6,5.8,5.9,1.1,3.4,6.3,1.0,7.6,7.0,,1.0,1.3,2.9,6.1,7.2,10.1,4.0,4.5,7.9
01-16,10.2,1.6,2.9,5.6,6.6,4.4,7.1,2.1,4.6,2.8,2.6,5.8,5.9,1.1,4.0,6.3,1.0,7.6,8.1,,1.0,1.5,2.9,6.1,7.7,10.2,4.0,4.6,7.9
01-17,10.2,1.6,2.9,5.6,6.6,4.4,7.1,2.1,4.6,2.8,2.6,5.8,5.9,1.1,4.5,6.3,1.0,7.6,9.0,,1.0,1.5,2.8,6.1,7.9,10.2,4.0,4.6,7.9
01-18,10.1,1.7,2.9,5.6,6.6,4.4,7.0,2.1,4.6,2.8,2.6,5.8,5.9,1.0,4.4,6.4,1.0,7.6,9.2,,1.0,1.6,2.8,6.2,7.9,10.1,4.0,4.6,7.9
01-19,10.0,1.7,2.9,5.6,6.5,5.4,6.9,2.0,4.6,2.8,2.6,5.8,5.9,1.0,4.4,6.4,1.0,7.6,9.2,,1.0,1.6,2.8,6.2,7.9,10.0,4.2,5.4,7.9
01-20,10.0,1.7,2.9,5.6,6.5,6.3,6.9,2.0,4.6,2.7,2.5,5.9,6.7,0.8,4.4,6.4,1.0,7.6,9.4,,0.8,1.6,2.8,6.5,8.0,10.0,4.4,5.6,7.9
01-21,9.8,1.7,2.9,5.6,6.5,7.2,6.8,2.0,4.6,2.7,2.5,5.9,8.0,1.4,4.4,6.4,0.9,7.6,9.7,,0.9,1.7,2.8,6.7,8.3,9.8,4.5,5.6,7.9
01-22,9.7,1.7,3.0,5.6,6.5,9.2,6.8,2.9,4.6,2.6,2.5,5.9,8.4,1.4,5.1,6.5,0.9,7.6,9.7,,0.9,1.7,3.0,6.7,9.3,9.7,4.7,5.6,7.9
01-23,9.5,1.7,3.0,5.7,6.4,10.8,6.7,2.9,4.6,2.6,2.5,5.9,9.2,1.4,5.1,6.5,1.5,7.6,10.0,,1.4,1.7,3.0,6.6,9.6,10.8,4.6,5.7,7.9
01-24,9.4,1.8,3.0,5.8,6.3,10.8,6.7,3.3,4.6,2.6,2.5,6.0,10.3,1.4,5.1,6.5,1.6,7.6,10.5,,1.4,1.7,3.1,6.6,10.3,10.8,4.7,5.8,7.9
01-25,9.3,1.9,3.0,6.4,6.0,10.9,6.7,3.3,4.6,2.5,2.5,6.0,10.3,1.4,5.1,6.5,1.6,7.6,10.5,,1.4,1.8,3.1,6.6,10.3,10.9,4.8,6.0,7.9
01-26,9.2,2.0,3.0,6.5,6.6,11.0,6.7,3.3,4.6,2.5,2.5,6.0,10.3,1.4,5.1,6.5,3.2,7.6,10.6,,1.4,2.4,3.2,6.7,10.3,11.0,4.8,6.0,7.9
01-27,9.3,2.0,3.0,6.6,6.8,11.0,6.7,3.3,4.6,2.4,2.5,6.0,10.3,1.4,5.1,6.4,3.2,7.6,10.6,,1.4,2.4,3.2,6.8,10.3,11.0,4.8,6.0,7.9
01-28,9.6,2.0,3.0,8.0,6.8,12.0,6.6,3.2,4.7,2.4,2.5,6.0,10.3,1.4,5.1,6.5,3.2,7.6,10.6,,1.4,2.3,3.2,7.3,10.4,12.0,4.8,6.0,7.9
01-29,9.7,2.1,3.0,8.6,6.8,12.0,6.6,3.2,4.7,2.4,2.5,6.0,10.3,1.4,5.1,6.4,3.2,7.6,10.6,,1.4,2.3,3.2,7.3,10.4,12.0,4.8,6.0,7.9
01-30,10.4,2.1,3.0,8.6,6.8,12.0,6.6,3.2,4.8,2.3,2.5,6.0,10.3,1.4,5.1,6.4,3.8,7.6,10.6,,1.4,2.3,3.5,7.3,10.5,12.0,4.8,6.0,7.9
01-31,10.5,2.1,2.9,8.6,6.8,12.0,6.6,3.2,4.8,2.5,3.1,6.2,10.3,1.4,5.1,6.3,3.8,7.6,10.7,,1.4,2.4,3.5,7.3,10.5,12.0,4.8,6.2,7.9
02-01,10.5,2.2,3.0,8.8,6.7,12.0,6.6,3.2,4.8,3.0,3.1,7.5,10.3,1.4,5.1,6.2,3.8,7.6,10.7,,1.4,2.8,3.5,7.5,10.5,12.0,5.0,6.2,7.9
02-02,10.5,2.2,3.0,8.8,6.7,12.1,6.7,3.2,4.8,3.0,3.1,7.8,10.3,1.4,5.1,6.2,3.8,7.6,10.7,,1.4,2.8,3.4,7.7,10.6,12.1,5.1,6.2,7.9
02-03,10.5,2.2,3.0,8.8,6.7,12.1,6.7,3.2,4.8,3.0,3.1,7.8,10.3,1.2,5.8,6.0,3.8,7.6,10.7,,1.2,2.8,3.4,7.7,10.6,12.1,5.4,6.0,7.9
02-04,10.6,2.2,3.0,10.2,6.6,12.1,6.7,3.2,4.8,3.0,3.1,7.8,10.2,1.2,6.2,6.1,3.7,7.6,10.7,,1.2,2.8,3.4,7.7,10.6,12.1,5.6,6.2,7.9
02-05,10.5,2.2,3.0,10.2,6.6,12.2,6.7,3.2,4.8,3.0,3.1,7.9,10.2,1.1,7.0,6.1,3.7,7.6,10.7,,1.1,2.8,3.4,7.8,10.6,12.2,5.7,6.6,7.9
02-06,10.5,2.2,2.9,10.3,6.6,12.3,6.7,3.2,4.6,3.0,3.1,7.9,10.2,1.0,8.4,6.2,3.7,7.6,11.0,,1.0,2.8,3.4,8.2,10.6,12.3,5.8,6.6,7.9
02-07,10.6,2.2,2.8,10.4,6.6,13.0,6.7,3.2,4.6,3.0,3.0,7.9,10.1,1.0,8.4,6.2,3.6,7.5,11.1,,1.0,2.7,3.4,8.2,10.7,13.0,5.9,6.6,7.9
02-08,11.3,2.2,2.8,10.4,7.1,13.2,6.6,3.2,4.5,2.9,2.8,7.9,9.6,1.0,8.4,6.2,3.6,7.5,11.1,,1.0,2.6,3.4,8.2,11.1,13.2,6.1,6.6,7.9
02-09,11.3,2.2,2.7,10.4,7.9,13.2,6.6,3.1,4.7,2.9,2.7,7.9,9.3,0.9,8.4,6.3,3.6,7.5,11.1,,0.9,2.6,3.3,8.2,11.1,13.2,6.1,6.6,7.9
02-10,11.4,2.2,2.7,10.4,8.9,13.4,6.6,3.1,4.7,2.9,2.4,7.9,8.8,0.9,8.4,6.3,3.5,7.5,11.1,,0.9,2.4,3.3,8.7,11.2,13.4,6.1,6.6,7.9
02-11,11.4,2.2,2.7,10.4,8.9,13.4,6.6,3.1,4.8,2.9,2.3,7.9,8.3,0.9,8.9,6.3,3.5,7.4,11.1,,0.9,2.3,3.2,8.7,11.2,13.4,6.1,6.6,7.9
02-12,12.2,2.1,2.7,10.4,9.2,13.4,6.6,3.1,4.8,2.9,2.2,7.9,8.4,0.8,8.9,6.3,3.4,7.2,11.1,,0.8,2.2,3.2,8.7,11.3,13.4,6.1,6.6,7.9
02-13,12.1,2.1,2.7,10.3,9.5,13.4,6.6,3.2,4.9,2.9,2.1,7.8,8.4,1.0,9.0,6.3,3.4,7.1,11.1,,1.0,2.1,3.3,8.7,11.3,13.4,6.1,6.6,7.9
02-14,12.1,2.0,2.7,10.8,10.3,13.4,6.6,3.9,4.9,2.6,2.0,7.7,8.4,1.2,9.0,6.2,3.8,7.1,11.1,,1.2,2.0,3.8,8.7,11.3,13.4,6.1,6.6,7.9
02-15,11.8,2.0,2.7,10.8,10.4,13.4,6.6,4.0,4.9,2.5,1.8,7.6,8.3,1.4,9.8,6.2,3.7,7.0,11.9,,1.4,1.9,3.8,9.2,11.9,13.4,6.2,6.6,7.9
02-16,11.7,1.8,2.7,10.9,10.6,13.3,6.7,4.6,4.9,2.4,1.6,7.6,8.2,1.5,9.8,6.1,3.8,7.0,12.1,,1.5,1.8,4.1,9.2,11.8,13.3,6.2,6.7,7.9
02-17,11.6,1.9,2.7,10.9,11.4,13.2,6.7,4.6,4.8,2.2,1.6,7.4,8.0,1.5,10.1,6.0,3.8,7.0,12.1,,1.5,1.8,4.1,9.3,11.7,13.2,6.2,6.7,7.9
02-18,11.5,1.9,2.7,10.8,11.7,13.2,6.7,4.6,4.8,2.2,1.5,7.2,8.4,1.5,10.3,6.0,3.8,7.0,12.1,,1.5,1.8,4.1,9.5,11.8,13.2,6.2,6.7,7.9
02-19,12.1,1.9,2.7,10.9,11.7,13.2,6.7,4.6,4.8,2.1,1.5,6.8,9.1,1.5,10.5,6.0,3.8,6.9,12.1,,1.5,1.8,4.1,9.9,12.1,13.2,6.2,6.7,7.9
02-20,13.2,1.9,3.1,10.9,11.7,13.2,8.3,4.9,4.8,2.0,1.5,6.5,9.0,2.0,10.5,6.0,3.8,6.8,12.1,,1.5,1.9,4.2,9.9,12.4,13.2,6.3,6.5,7.9
02-21,13.9,1.9,3.2,11.0,11.7,13.6,8.3,4.9,5.1,2.0,1.4,6.2,8.7,2.0,10.6,6.0,3.9,6.7,12.1,,1.4,1.9,4.3,9.8,12.4,13.9,6.2,6.2,7.9
02-22,14.2,2.0,3.3,11.0,11.6,14.3,8.3,4.9,5.1,1.8,1.4,5.9,8.0,2.0,10.8,6.0,3.8,6.7,12.2,,1.4,1.9,4.3,9.8,12.6,14.3,6.2,6.0,7.9
02-23,14.6,2.0,3.2,12.1,11.6,14.4,8.4,4.9,5.1,1.8,2.1,5.8,8.2,2.2,11.0,6.8,3.8,7.1,12.5,,1.8,2.1,4.2,9.9,12.8,14.6,6.5,6.8,7.9
02-24,14.8,2.0,3.3,12.3,11.4,14.4,8.4,4.9,5.0,1.7,2.6,5.8,8.2,2.4,11.0,6.8,3.8,7.6,13.1,,1.7,2.3,4.2,9.9,13.4,14.8,6.4,6.8,7.9
02-25,14.8,2.0,3.4,12.6,11.3,14.7,8.4,4.8,5.1,1.6,2.5,5.6,8.3,2.4,11.0,6.8,3.7,7.6,13.4,,1.6,2.3,4.2,9.9,13.6,14.8,6.4,6.8,7.9
02-26,14.8,2.0,3.5,12.5,11.2,14.7,8.4,4.7,5.1,1.6,2.5,5.6,8.3,2.4,11.0,6.8,3.8,7.6,13.5,,1.6,2.3,4.1,9.9,13.8,14.8,6.4,6.8,7.9
02-27,14.8,1.8,3.5,12.5,11.1,14.8,9.8,4.7,5.1,1.6,2.4,5.4,8.3,2.3,11.0,6.7,3.7,7.6,13.9,,1.6,2.2,4.1,10.5,14.1,14.8,6.4,6.7,7.9
02-28,14.8,1.6,4.1,12.6,11.1,15.0,9.9,4.7,5.1,1.8,2.4,5.2,8.5,2.2,10.9,6.6,3.7,7.6,14.2,,1.6,2.2,4.4,10.5,14.3,15.0,6.5,6.6,7.9
02-29,,,,12.4,,,,5.0,,,,5.0,,,,6.6,,,,,1.6,2.2,4.4,10.5,14.3,15.0,6.6,6.6,7.9
03-01,14.8,1.3,4.4,12.4,11.0,15.0,9.9,4.9,5.1,2.0,3.8,4.9,8.5,2.2,10.8,6.6,3.7,7.6,14.8,,1.3,2.2,4.6,10.4,14.8,15.0,6.6,6.6,7.9
03-02,14.7,1.3,4.4,12.2,11.0,15.0,10.0,5.0,5.1,2.1,4.1,4.6,8.5,2.2,10.6,6.8,3.7,7.6,15.6,,1.3,2.2,4.4,10.4,14.8,15.6,6.6,6.8,7.9
03-03,14.9,1.1,4.4,12.2,10.8,14.9,9.9,5.0,5.0,2.0,5.2,4.4,8.5,2.2,10.8,6.9,3.7,7.4,15.6,,1.1,2.2,4.6,10.5,14.9,15.6,6.7,6.9,7.9
03-04,14.8,1.1,4.4,12.2,10.5,14.8,10.0,5.0,5.1,2.0,5.4,4.1,8.5,2.6,11.6,6.9,3.8,7.2,15.6,,1.1,2.5,4.6,10.3,14.8,15.6,6.8,6.9,7.9
03-05,14.8,1.2,4.4,12.1,10.3,15.2,9.9,5.0,5.0,1.9,5.4,3.9,8.5,2.8,11.5,6.9,3.8,7.1,15.7,,1.2,2.6,4.6,10.1,14.8,15.7,6.7,6.9,7.9
03-06,14.7,1.2,4.3,12.0,10.2,15.2,10.0,5.0,4.9,1.9,5.4,3.6,8.6,2.8,11.2,6.7,3.6,7.3,15.7,,1.2,2.6,4.6,10.1,14.8,15.7,6.5,6.7,7.9
03-07,14.6,1.2,4.2,12.0,10.2,15.6,10.0,5.1,4.7,2.0,5.4,3.8,8.6,2.7,11.4,6.6,3.4,7.5,15.7,,1.2,2.6,4.4,10.1,14.8,15.7,6.4,6.6,7.9
03-08,14.4,1.3,4.0,11.9,10.4,15.8,10.8,5.1,4.5,1.9,5.3,3.8,8.6,2.7,11.1,6.3,3.2,7.5,15.7,,1.3,2.6,4.2,10.6,14.6,15.8,6.2,6.3,7.9
03-09,14.2,1.4,3.9,11.9,10.5,16.0,10.8,5.1,5.2,1.9,5.2,3.7,8.5,2.7,11.7,6.3,2.9,7.5,15.6,,1.4,2.6,4.4,10.7,14.5,16.0,6.2,6.3,7.9
03-10,14.1,2.0,3.7,11.9,10.5,16.8,10.7,5.1,5.6,1.9,5.0,3.5,8.3,2.7,11.2,6.1,2.8,7.5,15.5,,1.9,2.6,4.2,10.6,14.4,16.8,6.2,6.1,7.9
03-11,13.9,2.6,3.5,11.8,10.6,16.8,10.4,5.0,5.6,1.8,4.7,3.3,8.0,2.7,11.1,6.0,3.0,7.6,15.5,,1.8,2.7,4.0,10.5,14.2,16.8,6.0,6.0,7.9
03-12,13.7,3.2,3.3,11.4,10.5,16.8,10.0,4.9,5.4,1.8,4.6,3.1,7.7,2.6,11.0,5.7,3.3,7.6,16.1,,1.8,3.0,3.8,10.3,14.2,16.8,5.8,5.7,7.9
03-13,13.6,3.4,2.9,11.2,10.4,16.8,9.7,4.8,5.2,1.8,4.4,3.2,7.4,2.4,11.1,5.7,4.0,7.5,15.9,,1.8,2.8,4.1,10.1,14.0,16.8,5.6,5.7,7.9
03-14,13.5,3.4,2.4,10.9,10.3,17.2,9.4,4.6,5.1,1.8,4.1,3.0,7.0,2.0,11.4,7.1,4.2,7.4,16.0,,1.8,2.3,4.2,9.9,14.0,17.2,6.0,7.0,7.9
03-15,13.5,3.6,2.0,10.7,10.0,17.2,9.1,4.3,4.9,1.8,3.9,3.0,6.6,1.6,11.4,6.8,4.1,7.2,16.0,,1.6,1.9,4.0,9.7,14.0,17.2,6.0,6.6,7.9
03-16,13.5,3.6,1.8,10.5,9.8,17.1,8.8,4.0,4.6,1.8,3.6,2.9,6.1,2.0,11.4,6.7,4.3,6.8,16.5,,1.8,2.0,3.8,9.4,14.1,17.1,5.6,6.1,7.9
03-17,13.4,3.6,1.6,10.9,9.4,17.0,8.6,3.6,4.2,1.8,3.3,2.8,5.6,1.9,11.3,6.4,4.6,6.7,16.5,,1.6,1.9,3.6,9.1,14.0,17.0,5.4,5.6,7.9
03-18,13.3,3.6,1.6,11.0,9.0,16.7,8.6,4.6,4.0,1.8,3.1,2.7,5.0,2.1,11.3,6.7,4.6,6.6,16.5,,1.6,2.0,3.8,8.9,13.9,16.7,5.3,5.0,7.9
03-19,13.1,3.7,1.5,11.0,8.7,17.1,8.4,5.1,3.7,1.8,3.0,2.7,4.4,2.2,11.3,7.0,4.4,6.2,16.4,,1.5,2.1,3.7,8.6,13.8,17.1,5.2,5.1,7.9
03-20,13.3,4.1,1.5,10.9,8.4,17.0,8.3,5.3,3.5,1.8,3.0,2.7,4.0,2.2,11.2,7.2,4.2,6.2,16.6,,1.5,2.1,3.7,8.3,14.0,17.0,5.1,5.3,7.9
03-21,13.8,4.3,1.5,10.7,7.9,17.0,8.3,5.2,3.3,1.8,2.8,2.7,3.5,2.2,11.4,7.5,4.1,6.3,17.3,,1.5,2.1,3.4,8.2,14.4,17.3,5.0,5.2,7.9
03-22,13.8,5.5,1.5,10.3,7.6,16.8,8.8,5.0,3.0,1.7,2.6,2.7,3.1,1.8,11.9,7.5,4.1,6.2,18.1,,1.5,1.8,3.0,8.4,14.3,18.1,5.1,5.5,7.9
03-23,14.1,5.5,1.5,10.0,7.6,16.3,8.8,4.8,2.7,1.7,2.4,2.7,3.0,1.7,12.0,7.5,4.0,6.1,18.7,,1.5,1.7,2.8,8.3,14.5,18.7,5.0,5.5,7.9
03-24,15.2,5.4,1.5,9.6,7.7,16.3,8.8,4.2,2.6,1.7,2.4,2.7,3.0,1.6,12.0,7.8,3.9,5.8,18.9,,1.5,1.7,2.8,8.4,15.4,18.9,4.8,5.4,7.9
03-25,15.3,5.2,1.5,9.2,7.7,16.2,9.2,3.8,2.5,1.7,2.3,2.7,3.0,1.6,12.0,7.8,3.8,5.3,19.0,,1.5,1.7,2.8,8.6,15.5,19.0,4.6,5.2,7.9
03-26,15.6,5.0,1.4,8.6,7.6,15.8,9.5,3.5,2.3,1.6,2.3,2.7,3.0,1.7,11.8,7.6,3.8,4.4,19.0,,1.4,1.7,2.8,8.2,15.7,19.0,4.5,4.4,7.9
03-27,15.6,4.6,1.3,8.1,7.6,16.0,10.0,3.6,2.2,2.0,2.3,2.7,3.0,1.7,11.7,7.8,3.8,3.7,19.0,,1.3,1.9,2.8,8.0,15.6,19.0,4.6,3.8,7.9
03-28,15.6,4.5,1.3,7.9,7.6,15.9,9.8,3.4,2.1,1.8,2.2,2.7,3.4,1.6,11.4,8.0,3.7,3.1,19.0,,1.3,1.8,2.8,8.0,15.7,19.0,4.5,3.7,7.9
